,#,Address,File #,Type,Status,Date Issued,Date Closed,Description
94,95,370 Stone Rd W,20 001512 000 00 PR,ICI Renovation - Building Permit,Closed,"Jun 11, 2020","Aug 13, 2020",Interior Renovation (Includes HVAC / No Plumbing) - Buds Cannabis.
95,96,370 Stone Rd W,20 004073 000 00 SS,Sign Permit,Issued,"Oct 09, 2020",1 Building Sign - Bud's Cannabis Store,
96,97,370 Stone Rd W,21 003351 000 00 PR,ICI Renovation - Building Permit,Issued,"Sep 01, 2021",Interior/Exterior Alterations (Incl. HVAC/PLG) - Farm Boy Grocery Store (Bldg E),
97,98,370 Stone Rd W,21 005199 000 00 PH,Mechanical Permit,Closed,"Aug 30, 2021","Nov 04, 2021","premise isolation for Staples 2"" backflow DCVA to line to new Farm Boy. Prepipe occurring on August 23, not tying in until Sept 1 2021"
98,99,370 Stone Rd W,21 006289 000 00 SS,Sign Permit,Closed,"Jan 03, 2022","Mar 04, 2022",3 Building Signs - Farm Boy
99,100,370 Stone Rd W,21 007397 000 00 BPR,ICI Renovation,Complete,"Mar 18, 2022","Aug 02, 2022",Interior Alterations (Incl. HVAC & PLBG) (Unit 19)
100,101,370 Stone Rd W,22 001331 000 00 SS,Sign Permit,Issued,"Jun 06, 2022",1 Building Sign - Pur & Simple,
101,102,370 Stone Rd W,22 001676 000 00 BPR,ICI Renovation,Issued,"May 09, 2022",New demising wall splitting existing unit (Unit 15/16) to separate/create new unit (Unit 15) (Incl. HVAC & PLBG),
102,103,370 Stone Rd W,22 002072 000 00 SS,Sign Permit,Issued,"May 16, 2022",1 Building Sign - Farm Boy,
103,104,370 Stone Rd W,22 004514 000 00 CI,Property Inspection,Issued,"Aug 11, 2022",Liquor License Letter.,
0,1,370 Stone Rd W,92 001426 000 00 PF,ICI Foundation - Building Permit,Closed,"Apr 09, 1998",Foundation For Plaza Phase 1,
1,2,370 Stone Rd W,92 001513 000 00 PN,ICI New Building - Building Permit,Closed,"Sep 08, 1992","Apr 09, 1998",Retail Plaza - Shell Only
2,3,370 Stone Rd W,92 001919 000 00 PT,Tenant Finishes - Building Permit,Closed,"Nov 24, 1992","Nov 25, 1993",Interior Finishes-unit 4 Jumbo Video
3,4,370 Stone Rd W,92 001933 000 00 PT,Tenant Finishes - Building Permit,Closed,"Nov 24, 1992","Aug 08, 1996",Interior Finishes -unit 5 Big V Drug Store
4,5,370 Stone Rd W,92 001958 000 00 PT,Tenant Finishes - Building Permit,Closed,"Nov 24, 1992","Apr 14, 1993",Interior Finishes Unit # 3 Gino's Pizza
5,6,370 Stone Rd W,92 002027 000 00 SS,Sign Permit,Closed,"Nov 26, 1992","Dec 06, 1995",Wall Signs Jumbo Video -Unit 4
6,7,370 Stone Rd W,92 002088 000 00 SS,Sign Permit,Closed,"Dec 08, 1992","Dec 06, 1995",Fascia Sign-Gino's Pizza  Unit 3
7,8,370 Stone Rd W,92 002119 000 00 PT,Tenant Finishes - Building Permit,Closed,"Dec 23, 1992","Dec 08, 1997",Interior Finishes Unit 6 Subway Subs
8,9,370 Stone Rd W,92 002197 000 00 PT,Tenant Finishes - Building Permit,Closed,"Jan 14, 1993","Jun 21, 2000",Interior Finishes - East Side Mario's Restaurant; Unit 1includes plumbing and HVAC
9,10,370 Stone Rd W,93 000036 000 00 PP,Plumbing Permit,Closed,"Jan 13, 1993","Dec 22, 1992",Underground Plumbing-only East Side Mario's Rest.
10,11,370 Stone Rd W,93 000055 000 00 SS,Sign Permit,Closed,"Jan 19, 1993","Dec 06, 1995",Fascia Sign Subway Subs Unit 6
11,12,370 Stone Rd W,93 000187 000 00 SS,Sign Permit,Closed,"Feb 17, 1993","Dec 06, 1995",Exterior Signage-fascia East Side Marios Restaurant  Unit 1
12,13,370 Stone Rd W,93 000666 000 00 PT,Tenant Finishes - Building Permit,Closed,"May 12, 1993","May 02, 2000",Interior Alterations; Unit 7 - First Choice Haircutters
13,14,370 Stone Rd W,93 000803 000 00 SS,Sign Permit,Closed,"Jun 08, 1993","Dec 06, 1995",Fascia Sign First Choice Haircutters  Unit 7
14,15,370 Stone Rd W,93 000843 000 00 PT,Tenant Finishes - Building Permit,Closed,"Jun 16, 1993","Nov 27, 1997",Interior Finishes - Unit 8 Guelph & Well. Credit Union
15,16,370 Stone Rd W,93 001025 000 00 SS,Sign Permit,Closed,"Jul 19, 1993","Dec 06, 1995",Fascia Sign Guelph & Well. Credit Union Unit 8
16,17,370 Stone Rd W,93 001759 000 00 PA,ICI Addition - Building Permit,Closed,"Nov 23, 1993","May 29, 2000",Addition To Commercial Mall & Building Drains (3 Units) - 370 Stone W
17,18,370 Stone Rd W,93 001943 000 00 PT,Tenant Finishes - Building Permit,Closed,"Jan 17, 1994","Apr 06, 2000",Tenant Finishes - Unit 9;  Weight Watchers
18,19,370 Stone Rd W,94 000189 000 00 PR,ICI Renovation - Building Permit,Closed,"Mar 14, 1994","May 25, 2000",Interior Finishes - Unit 11; Living Lighting
19,20,370 Stone Rd W,94 000389 000 00 PR,ICI Renovation - Building Permit,Closed,"Jun 06, 1994","Jun 02, 2000",Interior Finishes - Unit 13; The Co-operators Insurance
20,21,370 Stone Rd W,94 000432 000 00 SS,Sign Permit,Closed,"Apr 13, 1994","Dec 06, 1995",Fascia Sign Weight Watchers  Unit 9
21,22,370 Stone Rd W,94 001125 000 00 PT,Tenant Finishes - Building Permit,Closed,"Sep 02, 1994","May 25, 2000",Interior Finishes - Unit 10; One Hour Motophoto
22,23,370 Stone Rd W,94 001193 000 00 SS,Sign Permit,Closed,"Aug 08, 1994","Dec 06, 1995",Fascia Sign Living Lighting  Unit 11
23,24,370 Stone Rd W,94 001196 000 00 PR,ICI Renovation - Building Permit,Closed,"Dec 28, 1994","May 25, 2000",Interior Finishes - Unit 12; Tootsies Shoe Store
24,25,370 Stone Rd W,94 001360 000 00 SS,Sign Permit,Closed,"Sep 06, 1994","Dec 06, 1995",Fascia Sign The Co-operators Unit 13
25,26,370 Stone Rd W,94 001557 000 00 SS,Sign Permit,Closed,"Oct 06, 1994","Dec 06, 1995",Fascia Sign Tootsies Factory Shoe Outlet  Unit 12
26,27,370 Stone Rd W,94 001894 000 00 SS,Sign Permit,Closed,"Nov 30, 1994","Dec 06, 1995",Fascia Sign One Hour Motophoto  Unit 10
27,28,370 Stone Rd W,96 027324 000 00 PN,ICI New Building - Building Permit,Closed,"Apr 15, 1996","Apr 07, 1998",Bldg #E (Freestanding Retail Building) 'Business Depot' - Unit 20
28,29,370 Stone Rd W,96 028141 000 00 PN,ICI New Building - Building Permit,Closed,"May 03, 1996","Mar 09, 2000",Building 'C': new 1 storey retail building
29,30,370 Stone Rd W,96 031205 000 00 PT,Tenant Finishes - Building Permit,Closed,"Aug 16, 1996","Oct 23, 1996",Unit 14- Dental Office - includes plumbing but no heating.SEPARATE PERMIT REQUIRED FOR HVAC
30,31,370 Stone Rd W,96 031715 000 00 PT,Tenant Finishes - Building Permit,Closed,"Sep 10, 1996","Oct 11, 1996",Tenant Finishes - BULK BARN - includes plumbing and HVAC  Unit 15/16
31,32,370 Stone Rd W,96 032285 000 00 PH,Mechanical Permit,Closed,"Aug 27, 1996","Jan 08, 1998",HVAC - Unit 14 - Dentist Office
32,33,370 Stone Rd W,96 032857 000 00 PT,Tenant Finishes - Building Permit,Closed,"Sep 10, 1996","Dec 18, 1998",Tenant Finishes-Unit 18 (includes plumbing and HVAC)Home Improvement & Decorating Store
33,34,370 Stone Rd W,96 033292 000 00 SS,Sign Permit,Closed,"Sep 23, 1996","Apr 16, 1997",Fascia - individual letters for new Dental Office  Unit 14
34,35,370 Stone Rd W,96 033633 000 00 SS,Sign Permit,Closed,"Sep 23, 1996","Apr 16, 1997",Building signs for Bulk Barn   Unit 15/16
35,36,370 Stone Rd W,97 039231 000 00 PT,Tenant Finishes - Building Permit,Closed,"May 07, 1997","Dec 01, 1997",Tenant Finishes - The Great Canadian Bagel  (Unit 19)plumbing and HVAC included
36,37,370 Stone Rd W,97 039578 000 00 SS,Sign Permit,Closed,"Apr 16, 1997","Oct 06, 1997",Building Sign- Sleep Country-  Unit 11
37,38,370 Stone Rd W,97 040115 000 00 SS,Sign Permit,Closed,"May 06, 1997","Jul 07, 1997",Building Sign -The Great Canadian Bagel   Unit 19
38,39,370 Stone Rd W,98 111070 000 00 PS,Special Categories - Building Permit,Closed,"Nov 27, 1998","Jun 25, 1999","New Demising Wall - Units 17/18(no plbg, no htg)"
39,40,370 Stone Rd W,98 111110 000 00 PR,ICI Renovation - Building Permit,Closed,"Nov 27, 1998","Feb 09, 1999","Interior Renovation - Unit 18, Carlson Wagonlit Travel(no plumbing or HVAC)"
40,41,370 Stone Rd W,99 003143 000 00 SS,Sign Permit,Closed,"Jan 11, 1999","Jan 11, 1999",Building sign for Carson  Wagonlit Travel
41,42,370 Stone Rd W,99 005894 000 00 PR,ICI Renovation - Building Permit,Closed,"Apr 28, 1999","Feb 03, 2000","Unit 17 - Partition walls, & ceiling (Variety Store)no plbg"
42,43,370 Stone Rd W,99 005897 000 00 PR,ICI Renovation - Building Permit,Closed,"Apr 28, 1999","Aug 05, 1999","Unit 18 - Demising wall, & new washroom (Travel Agent)"
43,44,370 Stone Rd W,00 015476 000 00 PR,ICI Renovation - Building Permit,Closed,"Mar 06, 2000","Mar 23, 2000","Interior Partitions, expand into unit 10, remove 2 washrooms - Unit #9, Everything for a Dollar Store (no plbg, no heating)"
44,45,370 Stone Rd W,00 016665 000 00 SS,Sign Permit,Closed,"Mar 06, 2000","May 17, 2000",Building Sign  (Everything for a Dollar Store) Units11/12
45,46,370 Stone Rd W,01 029071 000 00 PR,ICI Renovation - Building Permit,Closed,"Feb 05, 2001","Aug 29, 2002","Interior Renovations (No Plumbing, No HVAC).  Unit 20 - Business Depot"
46,47,370 Stone Rd W,01 030101 000 00 PR,ICI Renovation - Building Permit,Closed,"Mar 14, 2001","Apr 19, 2001","Interior Renovations (No Plumbing, No HVAC). Unit #4Pennington's Retail Store"
47,48,370 Stone Rd W,01 030745 000 00 SS,Sign Permit,Closed,"Mar 28, 2001","May 10, 2001",Building Sign -Penningtons Superstore (Unit 4)
48,49,370 Stone Rd W,03 055646 000 00 PR,ICI Renovation - Building Permit,Closed,"Apr 24, 2003","Dec 16, 2003",Interior Alterations to Existing Restaurant (Great Canadian Bagel) - Unit #19BIncludes Minor HVAC (Relocation of 2 Ceiling Diffusers) & Minor Plumbing (2 Sinks).
49,50,370 Stone Rd W,03 056793 000 00 SS,Sign Permit,Closed,"May 28, 2003","May 28, 2003",Second Building Sign - Chester Fried - Unit 19B
50,51,370 Stone Rd W,04 066445 000 00 PR,ICI Renovation - Building Permit,Closed,"Mar 30, 2004","Jun 24, 2004","Interior Finishes to East Side Mario's and New Stucco Cladding Around Entrance.No Plumbing, No HVAC."
51,52,370 Stone Rd W,04 073473 000 00 PR,ICI Renovation - Building Permit,Closed,"Nov 15, 2004","Apr 25, 2007","Interior renovations,Unit 18- The Great Canadian BagelNO PLUMBING, NO HVAC --  SEPARATE PERMIT(S) REQUIRED"
52,53,370 Stone Rd W,04 074336 000 00 PS,Special Categories - Building Permit,Closed,"Nov 30, 2004","Jan 29, 2007","Kitchen Exhaust & Plumbing Only, Unit 18 - The Great Canadian Bagel. -370 Stone Rd WSee Permit #04-073473 for Interior Suite Renovations."
53,54,370 Stone Rd W,04 074623 000 00 PH,Mechanical Permit,Closed,"Jan 19, 2005","Dec 20, 2005",HVAC & Plumbing ONLY -(Unit 19B-Red Ginger Restaurant)
54,55,370 Stone Rd W,04 074853 000 00 SS,Sign Permit,Closed,"Dec 16, 2004","Jan 18, 2005",Building sign for The Great Canadian Bagel
55,56,370 Stone Rd W,05 075462 000 00 PR,ICI Renovation - Building Permit,Closed,"Jan 19, 2005","May 04, 2005",Interior renovations for new restaurant (Red Ginger) Refer to permit #04-074623 for HVAC and Plumbing
56,57,370 Stone Rd W,05 075518 000 00 SS,Sign Permit,Closed,"Jan 21, 2005","Mar 08, 2005",New building sign -Reitmans (370 Stone Rd. W. Unit 12)
57,58,370 Stone Rd W,05 075709 000 00 PR,ICI Renovation - Building Permit,Closed,"Feb 01, 2005","May 20, 2005",Interior renovations (Unit 12)-includes plbg & HVAC -(Reitmans)
58,59,370 Stone Rd W,05 076890 000 00 PR,ICI Renovation - Building Permit,Closed,"Apr 06, 2005","Dec 13, 2005",Interior renovations (includes plbg & HVAC) UNIT 5 - Shoppers Drug Mart (370 Stone Rd. W.)
59,60,370 Stone Rd W,05 076927 000 00 SS,Sign Permit,Closed,"Apr 06, 2005","May 04, 2005",Replace existing building signs - Shoppers Home Health Care
60,61,370 Stone Rd W,05 081061 000 00 SS,Sign Permit,Closed,"Jul 15, 2005","Jan 18, 2006",New building sign (Meridian Credit Union)
61,62,370 Stone Rd W,06 008893 000 00 PR,ICI Renovation - Building Permit,Closed,"Dec 04, 2006","Feb 05, 2007","Interior Renovations - Bulk Barn (Units 15 & 16) - 370 Stone Rd W - ( No Plumbing, No HVAC )"
62,63,370 Stone Rd W,07 002134 000 00 PK,Backflow Devices - Building Permit,Closed,"Apr 17, 2007","May 11, 2007","2 Backflow Prevention Devices 2 - 1/2"" RPEast Side Marios"
63,64,370 Stone Rd W,07 003272 000 00 PR,ICI Renovation - Building Permit,Closed,"Jun 14, 2007","Oct 09, 2007",Interior Renovations (Unit 5) -(minor HVAC & Plbg)  - LaSenza
64,65,370 Stone Rd W,07 004142 000 00 SS,Sign Permit,Closed,"Jun 28, 2007","Sep 05, 2007",New Building Sign - La Senza Girl (370 Stone Rd W)
65,66,370 Stone Rd W,08 001195 000 00 PR,ICI Renovation - Building Permit,Closed,"Mar 18, 2008","Sep 03, 2008","Interior renovations (includes HVAC, no Plbg) - Staples"
66,67,370 Stone Rd W,10 004913 000 00 PS,Special Categories - Building Permit,Closed,"Aug 09, 2010","Sep 09, 2010",Construct Demising Wall Between Units 9 & 10.  Rough-In 2-Pc. Washroom in Unit 9.  Includes Plumbing.
67,68,370 Stone Rd W,10 005625 000 00 PR,ICI Renovation - Building Permit,Closed,"Sep 13, 2010","Jan 03, 2011",Interior Finishes ( Includes Plumbing & Minor HVAC ) Unit 9 - Popeye's Supplements.
68,69,370 Stone Rd W,10 007411 000 00 PR,ICI Renovation - Building Permit,Closed,"Dec 01, 2010","Dec 13, 2010","Interior Renovations - Expand into adjacent unit - Unit 10/11 ( Includes HVAC, No Plumbing ) - Sleep Country."
69,70,370 Stone Rd W,10 007547 000 00 SS,Sign Permit,Closed,"Nov 12, 2010","Feb 11, 2011",Building sign for Popeye's Supplements
70,71,370 Stone Rd W,11 002415 000 00 PS,Special Categories - Building Permit,Closed,"Jun 20, 2011","Nov 02, 2011",Re-cladding on the front facade and canopy (EIFS)
71,72,370 Stone Rd W,11 004548 000 00 SS,Sign Permit,Closed,"Aug 03, 2011","Nov 01, 2011",Building Sign for First Choice Haircutters
72,73,370 Stone Rd W,11 006766 000 00 SS,Sign Permit,Closed,"Sep 21, 2011","Dec 22, 2011",New Building Sign - Meridian Credit Union (Unit 8)
73,74,370 Stone Rd W,11 006768 000 00 SS,Sign Permit,Closed,"Sep 21, 2011","Dec 22, 2011",New Building Sign - Stone Square Dental (Unit 14)
74,75,370 Stone Rd W,11 007099 000 00 SS,Sign Permit,Closed,"Sep 27, 2011","Jan 03, 2012",Building Sign for Penningtons.
75,76,370 Stone Rd W,12 009845 000 00 PR,ICI Renovation - Building Permit,Closed,"Oct 02, 2012","Mar 01, 2013",Interior demolition & new finishes (includes Minor Plbg & HVAC)-Unit 5-Dollarama
76,77,370 Stone Rd W,12 011015 000 00 PR,ICI Renovation - Building Permit,Closed,"Oct 31, 2012","Apr 19, 2013",Interior Renovations - Expand into adjacent unit - Unit 13/14 ( Includes HVAC & Plumbing ) - Dental Office
77,78,370 Stone Rd W,12 014678 000 00 SS,Sign Permit,Closed,"Nov 01, 2012","Feb 21, 2013",Building Sign for Dollarama
78,79,370 Stone Rd W,12 017594 000 00 SS,Sign Permit,Closed,"Dec 18, 2012","Mar 18, 2013",Building Sign for Stone Square Dental
79,80,370 Stone Rd W,13 002815 000 00 PR,ICI Renovation - Building Permit,Closed,"May 07, 2013","Aug 22, 2013","Interior Renovation (includes Plbg, No HVAC) Units 1&2-East Side Mario's"
80,81,370 Stone Rd W,13 005791 000 00 SS,Sign Permit,Closed,"Jul 24, 2013","Oct 22, 2013",Building Sign for East Side Mario's
81,82,370 Stone Rd W,13 006786 000 00 PH,Mechanical Permit,Closed,"Jul 04, 2013","Sep 25, 2013","3 Backflow Prevention Devices - three 1/2"" backflow preventers in Units 1,2 & 19"
82,83,370 Stone Rd W,14 005603 000 00 CI,Property Inspection,Closed,"Jun 30, 2014","Jan 29, 2015",Golden Basil
83,84,370 Stone Rd W,14 005682 000 00 CI,Property Inspection,Closed,"Jul 02, 2014","Apr 13, 2017",possible work carried  out without required building permit
84,85,370 Stone Rd W,14 010934 000 00 SS,Sign Permit,Closed,"Dec 10, 2014","Feb 01, 2016",Install New Channel Letters & Line
85,86,370 Stone Rd W,15 003588 000 00 PR,ICI Renovation - Building Permit,Closed,"Jun 12, 2015","Nov 30, 2015",Interior Renovations (Incl. HVAC & Plbg.) (Unit 8)- Credit Union
86,87,370 Stone Rd W,15 004061 000 00 PR,ICI Renovation - Building Permit,Closed,"Jun 25, 2015","Oct 14, 2015",Interior Renovations (Incl. HVAC & Plbg.) (Unit 12- Mastermind Toys)
87,88,370 Stone Rd W,15 006010 000 00 SS,Sign Permit,Closed,"Aug 07, 2015","Aug 07, 2015",Permanent Building Sign
88,89,370 Stone Rd W,15 009647 000 00 PS,Special Categories - Building Permit,Closed,"Dec 21, 2015","Mar 27, 2017",Alterations to existing Fire Alarm system - Unit 20 Staples
89,90,370 Stone Rd W,17 004517 000 00 PR,ICI Renovation - Building Permit,Closed,"Aug 03, 2017","Oct 30, 2017","Interior Renovations - Unit 10/11 ( No HVAC, No Plumbing ) - Sleep Country."
90,91,370 Stone Rd W,18 007929 000 00 SS,Sign Permit,Issued,"Dec 04, 2018",2 Menu Signs - McDonalds,
91,92,370 Stone Rd W,19 005963 000 00 PR,ICI Renovation - Building Permit,Closed,"Sep 27, 2019","Feb 25, 2020",Construct Demising wall to create two commercial units (Incl HVAC/PLG)
92,93,370 Stone Rd W,19 007191 000 00 PR,ICI Renovation - Building Permit,Closed,"Dec 12, 2019","Feb 19, 2020",Interior renovation (Incl HVAC/PLG) - Pet Valu.
93,94,370 Stone Rd W,19 008385 000 00 SS,Sign Permit,Issued,"Jan 22, 2020",1 Building Sign - Pet Valu,
94,95,370 Stone Rd W,20 001512 000 00 PR,ICI Renovation - Building Permit,Closed,"Jun 11, 2020","Aug 13, 2020",Interior Renovation (Includes HVAC / No Plumbing) - Buds Cannabis.
95,96,370 Stone Rd W,20 004073 000 00 SS,Sign Permit,Issued,"Oct 09, 2020",1 Building Sign - Bud's Cannabis Store,
96,97,370 Stone Rd W,21 003351 000 00 PR,ICI Renovation - Building Permit,Issued,"Sep 01, 2021",Interior/Exterior Alterations (Incl. HVAC/PLG) - Farm Boy Grocery Store (Bldg E),
97,98,370 Stone Rd W,21 005199 000 00 PH,Mechanical Permit,Closed,"Aug 30, 2021","Nov 04, 2021","premise isolation for Staples 2"" backflow DCVA to line to new Farm Boy. Prepipe occurring on August 23, not tying in until Sept 1 2021"
98,99,370 Stone Rd W,21 006289 000 00 SS,Sign Permit,Closed,"Jan 03, 2022","Mar 04, 2022",3 Building Signs - Farm Boy
99,100,370 Stone Rd W,21 007397 000 00 BPR,ICI Renovation,Complete,"Mar 18, 2022","Aug 02, 2022",Interior Alterations (Incl. HVAC & PLBG) (Unit 19)
100,101,370 Stone Rd W,22 001331 000 00 SS,Sign Permit,Issued,"Jun 06, 2022",1 Building Sign - Pur & Simple,
101,102,370 Stone Rd W,22 001676 000 00 BPR,ICI Renovation,Issued,"May 09, 2022",New demising wall splitting existing unit (Unit 15/16) to separate/create new unit (Unit 15) (Incl. HVAC & PLBG),
102,103,370 Stone Rd W,22 002072 000 00 SS,Sign Permit,Issued,"May 16, 2022",1 Building Sign - Farm Boy,
103,104,370 Stone Rd W,22 004514 000 00 CI,Property Inspection,Issued,"Aug 11, 2022",Liquor License Letter.,
